0	0.0547859
1	0.0547312
2	0.0546765
3	0.0546217
4	0.054567
5	0.0545123
6	0.0544576
7	0.0544028
8	0.0543481
9	0.0542934
10	0.0542386
11	0.0541839
12	0.0541292
13	0.0540744
14	0.0540197
15	0.053965
16	0.0539102
17	0.0538555
18	0.0538008
19	0.053746
20	0.0536913
21	0.0536366
22	0.0535819
23	0.0535271
24	0.0534724
25	0.0534177
26	0.0533629
27	0.0533082
28	0.0532535
29	0.0531987
30	0.053144
31	0.0530893
32	0.0530345
33	0.0529798
34	0.0529251
35	0.0528703
36	0.0528156
37	0.0527609
38	0.0527062
39	0.0526514
40	0.0525967
41	0.052542
42	0.0524872
43	0.0524325
44	0.0523778
45	0.052323
46	0.0522683
47	0.0522136
48	0.0521588
49	0.0521041
50	0.0520494
51	0.0519946
52	0.0519399
53	0.0518852
54	0.0518305
55	0.0517757
56	0.051721
57	0.0516663
58	0.0516115
59	0.0515568
60	0.0515021
61	0.0514473
62	0.0513926
63	0.0513379
64	0.0512831
65	0.0512284
66	0.0511737
67	0.0511189
68	0.0510642
69	0.0510095
70	0.0509548
71	0.0509
72	0.0508453
73	0.0507906
74	0.0507358
75	0.0506811
76	0.0506264
77	0.0505716
78	0.0505169
79	0.0504622
80	0.0504074
81	0.0503527
82	0.050298
83	0.0502432
84	0.0501885
85	0.0501338
86	0.0500791
87	0.0500243
88	0.0499696
89	0.0499149
90	0.0498601
91	0.0498054
92	0.0497507
93	0.0496959
94	0.0496412
95	0.0495865
96	0.0495317
97	0.049477
98	0.0494223
99	0.0493676
100	0.0493128
101	0.0492581
102	0.0492034
103	0.0491486
104	0.0490939
105	0.0490392
106	0.0489844
107	0.0489297
108	0.048875
109	0.0488202
110	0.0487655
111	0.0487108
112	0.048656
113	0.0486013
114	0.0485466
115	0.0484919
116	0.0484371
117	0.0483824
118	0.0483277
119	0.0482729
120	0.0482182
121	0.0481635
122	0.0481087
123	0.048054
124	0.0479993
125	0.0479445
126	0.0478898
127	0.0478351
128	0.0477803
129	0.0477256
130	0.0476709
131	0.0476162
132	0.0475614
133	0.0475067
134	0.047452
135	0.0473972
136	0.0473425
137	0.0472878
138	0.047233
139	0.0471783
140	0.0471236
141	0.0470688
142	0.0470141
143	0.0469594
144	0.0469046
145	0.0468499
146	0.0467952
147	0.0467405
148	0.0466857
149	0.046631
150	0.0465763
151	0.0465215
152	0.0464668
153	0.0464121
154	0.0463573
155	0.0463026
156	0.0462479
157	0.0461931
158	0.0461384
159	0.0460837
160	0.0460289
161	0.0459742
162	0.0459195
163	0.0458648
164	0.04581
165	0.0457553
166	0.0457006
167	0.0456458
168	0.0455911
169	0.0455364
170	0.0454816
171	0.0454269
172	0.0453722
173	0.0453174
174	0.0452627
175	0.045208
176	0.0451532
177	0.0450985
178	0.0450438
179	0.0449891
180	0.0449343
181	0.0448796
182	0.0448249
183	0.0447701
184	0.0447154
185	0.0446607
186	0.0446059
187	0.0445512
188	0.0444965
189	0.0444417
190	0.044387
191	0.0443323
192	0.0442775
193	0.0442228
194	0.0441681
195	0.0441134
196	0.0440586
197	0.0440039
198	0.0439492
199	0.0438944
200	0.0438397
201	0.043785
202	0.0437302
203	0.0436755
204	0.0436208
205	0.043566
206	0.0435113
207	0.0434566
208	0.0434018
209	0.0433471
210	0.0432924
211	0.0432377
212	0.0431829
213	0.0431282
214	0.0430735
215	0.0430187
216	0.042964
217	0.0429093
218	0.0428545
219	0.0427998
220	0.0427451
221	0.0426903
222	0.0426356
223	0.0425809
224	0.0425261
225	0.0424714
226	0.0424167
227	0.042362
228	0.0423072
229	0.0422525
230	0.0421978
231	0.042143
232	0.0420883
233	0.0420336
234	0.0419788
235	0.0419241
236	0.0418694
237	0.0418146
238	0.0417599
239	0.0417052
240	0.0416505
241	0.0415957
242	0.041541
243	0.0414863
244	0.0414315
245	0.0413768
246	0.0413221
247	0.0412673
248	0.0412126
249	0.0411579
250	0.0411031
251	0.0410484
252	0.0409937
253	0.0409389
254	0.0408842
255	0.0408295
256	0.0407748
257	0.04072
258	0.0406653
259	0.0406106
260	0.0405558
261	0.0405011
262	0.0404464
263	0.0403916
264	0.0403369
265	0.0402822
266	0.0402274
267	0.0401727
268	0.040118
269	0.0400632
270	0.0400085
271	0.0399538
272	0.0398991
273	0.0398443
274	0.0397896
275	0.0397349
276	0.0396801
277	0.0396254
278	0.0395707
279	0.0395159
280	0.0394612
281	0.0394065
282	0.0393517
283	0.039297
284	0.0392423
285	0.0391875
286	0.0391328
287	0.0390781
288	0.0390234
289	0.0389686
290	0.0389139
291	0.0388592
292	0.0388044
293	0.0387497
294	0.038695
295	0.0386402
296	0.0385855
297	0.0385308
298	0.038476
299	0.0384213
300	0.0383666
301	0.0383118
302	0.0382571
303	0.0382024
304	0.0381477
305	0.0380929
306	0.0380382
307	0.0379835
308	0.0379287
309	0.037874
310	0.0378193
311	0.0377645
312	0.0377098
313	0.0376551
314	0.0376003
315	0.0375456
316	0.0374909
317	0.0374361
318	0.0373814
319	0.0373267
320	0.037272
321	0.0372172
322	0.0371625
323	0.0371078
324	0.037053
325	0.0369983
326	0.0369436
327	0.0368888
328	0.0368341
329	0.0367794
330	0.0367246
331	0.0366699
332	0.0366152
333	0.0365604
334	0.0365057
335	0.036451
336	0.0363963
337	0.0363415
338	0.0362868
339	0.0362321
340	0.0361773
341	0.0361226
342	0.0360679
343	0.0360131
344	0.0359584
345	0.0359037
346	0.0358489
347	0.0357942
348	0.0357395
349	0.0356847
350	0.03563
351	0.0355753
352	0.0355206
353	0.0354658
354	0.0354111
355	0.0353564
356	0.0353016
357	0.0352469
358	0.0351922
359	0.0351374
360	0.0350827
361	0.035028
362	0.0349732
363	0.0349185
364	0.0348638
365	0.034809
366	0.0347543
367	0.0346996
368	0.0346449
369	0.0345901
370	0.0345354
371	0.0344807
372	0.0344259
373	0.0343712
374	0.0343165
375	0.0342617
376	0.034207
377	0.0341523
378	0.0340975
379	0.0340428
380	0.0339881
381	0.0339333
382	0.0338786
383	0.0338239
384	0.0337692
385	0.0337144
386	0.0336597
387	0.033605
388	0.0335502
389	0.0334955
390	0.0334408
391	0.033386
392	0.0333313
393	0.0332766
394	0.0332218
395	0.0331671
396	0.0331124
397	0.0330577
398	0.0330029
399	0.0329482
400	0.0328935
401	0.0328387
402	0.032784
403	0.0327293
404	0.0326745
405	0.0326198
406	0.0325651
407	0.0325103
408	0.0324556
409	0.0324009
410	0.0323461
411	0.0322914
412	0.0322367
413	0.032182
414	0.0321272
415	0.0320725
416	0.0320178
417	0.031963
418	0.0319083
419	0.0318536
420	0.0317988
421	0.0317441
422	0.0316894
423	0.0316346
424	0.0315799
425	0.0315252
426	0.0314704
427	0.0314157
428	0.031361
429	0.0313063
430	0.0312515
431	0.0311968
432	0.0311421
433	0.0310873
434	0.0310326
435	0.0309779
436	0.0309231
437	0.0308684
438	0.0308137
439	0.0307589
440	0.0307042
441	0.0306495
442	0.0305947
443	0.03054
444	0.0304853
445	0.0304306
446	0.0303758
447	0.0303211
448	0.0302664
449	0.0302116
450	0.0301569
451	0.0301022
452	0.0300474
453	0.0299927
454	0.029938
455	0.0298832
456	0.0298285
457	0.0297738
458	0.029719
459	0.0296643
460	0.0296096
461	0.0295549
462	0.0295001
463	0.0294454
464	0.0293907
465	0.0293359
466	0.0292812
467	0.0292265
468	0.0291717
469	0.029117
470	0.0290623
471	0.0290075
472	0.0289528
473	0.0288981
474	0.0288433
475	0.0287886
476	0.0287339
477	0.0286792
478	0.0286244
479	0.0285697
480	0.028515
481	0.0284602
482	0.0284055
483	0.0283508
484	0.028296
485	0.0282413
486	0.0281866
487	0.0281318
488	0.0280771
489	0.0280224
490	0.0279676
491	0.0279129
492	0.0278582
493	0.0278035
494	0.0277487
495	0.027694
496	0.0276393
497	0.0275845
498	0.0275298
499	0.0274751
500	0.0274203
501	0.0273656
502	0.0273109
503	0.0272561
504	0.0272014
505	0.0271467
506	0.0270919
507	0.0270372
508	0.0269825
509	0.0269278
510	0.026873
511	0.0268183
512	0.0267636
513	0.0267088
514	0.0266541
515	0.0265994
516	0.0265446
517	0.0264899
518	0.0264352
519	0.0263804
520	0.0263257
521	0.026271
522	0.0262162
523	0.0261615
524	0.0261068
525	0.0260521
526	0.0259973
527	0.0259426
528	0.0258879
529	0.0258331
530	0.0257784
531	0.0257237
532	0.0256689
533	0.0256142
534	0.0255595
535	0.0255047
536	0.02545
537	0.0253953
538	0.0253405
539	0.0252858
540	0.0252311
541	0.0251764
542	0.0251216
543	0.0250669
544	0.0250122
545	0.0249574
546	0.0249027
547	0.024848
548	0.0247932
549	0.0247385
550	0.0246838
551	0.024629
552	0.0245743
553	0.0245196
554	0.0244649
555	0.0244101
556	0.0243554
557	0.0243007
558	0.0242459
559	0.0241912
560	0.0241365
561	0.0240817
562	0.024027
563	0.0239723
564	0.0239175
565	0.0238628
566	0.0238081
567	0.0237533
568	0.0236986
569	0.0236439
570	0.0235892
571	0.0235344
572	0.0234797
573	0.023425
574	0.0233702
575	0.0233155
576	0.0232608
577	0.023206
578	0.0231513
579	0.0230966
580	0.0230418
581	0.0229871
582	0.0229324
583	0.0228776
584	0.0228229
585	0.0227682
586	0.0227135
587	0.0226587
588	0.022604
589	0.0225493
590	0.0224945
591	0.0224398
592	0.0223851
593	0.0223303
594	0.0222756
595	0.0222209
596	0.0221661
597	0.0221114
598	0.0220567
599	0.0220019
600	0.0219472
601	0.0218925
602	0.0218378
603	0.021783
604	0.0217283
605	0.0216736
606	0.0216188
607	0.0215641
608	0.0215094
609	0.0214546
610	0.0213999
611	0.0213452
612	0.0212904
613	0.0212357
614	0.021181
615	0.0211262
616	0.0210715
617	0.0210168
618	0.0209621
619	0.0209073
620	0.0208526
621	0.0207979
622	0.0207431
623	0.0206884
624	0.0206337
625	0.0205789
626	0.0205242
627	0.0204695
628	0.0204147
629	0.02036
630	0.0203053
631	0.0202505
632	0.0201958
633	0.0201411
634	0.0200864
635	0.0200316
636	0.0199769
637	0.0199222
638	0.0198674
639	0.0198127
640	0.019758
641	0.0197032
642	0.0196485
643	0.0195938
644	0.019539
645	0.0194843
646	0.0194296
647	0.0193748
648	0.0193201
649	0.0192654
650	0.0192107
651	0.0191559
652	0.0191012
653	0.0190465
